SpinNumber,BetAmount,SpinWin,ActualRTP,HitRate,IsFreeSpin,FreeSpinsRemaining,ReelSetName,ExpectedRTP
32,25,101.5,69.70%,56.25%,False,10,HighRtpSet_49,54.55%
33,25,50,73.65%,57.58%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
34,25,4.5,72.01%,58.82%,True,8,MidRtpSet_29,49.69%
35,25,30,73.38%,60.00%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
36,25,0,71.34%,58.33%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
37,25,4.5,69.90%,59.46%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
38,25,0,68.06%,57.89%,True,4,MidRtpSet_20,66.06%
39,25,0,66.32%,56.41%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
40,25,30,67.66%,57.50%,True,2,MidRtpSet_16,54.02%
41,25,0,66.01%,56.10%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
42,25,0,64.44%,54.76%,True,0,MidRtpSet_28,55.47%
43,25,0,62.94%,53.49%,False,0,HighRtpSet_41,53.79%
44,25,0,61.51%,52.27%,False,0,HighRtpSet_44,63.86%
45,25,0,60.14%,51.11%,False,0,HighRtpSet_33,54.55%
46,25,0,58.83%,50.00%,False,0,HighRtpSet_38,55.41%
47,25,50,61.84%,51.06%,False,0,HighRtpSet_31,90.43%
48,25,0,60.55%,50.00%,False,0,HighRtpSet_39,84.52%
49,25,0.2,59.33%,51.02%,False,0,HighRtpSet_49,50.13%
50,25,100,66.14%,52.00%,False,10,HighRtpSet_48,47.48%
51,25,0,64.85%,50.98%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
52,25,0,63.60%,50.00%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
53,25,0,62.40%,49.06%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
54,25,4.5,61.58%,50.00%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
55,25,0,60.46%,49.09%,True,5,MidRtpSet_27,60.08%
56,25,0,59.38%,48.21%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
57,25,1.5,58.44%,49.12%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
58,25,50,60.88%,50.00%,True,2,MidRtpSet_25,87.47%
59,25,50,63.24%,50.85%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
60,25,0,62.19%,50.00%,True,0,MidRtpSet_19,82.11%
61,25,5,61.50%,50.82%,False,0,HighRtpSet_42,49.95%
62,25,0,60.50%,50.00%,False,0,MidRtpSet_19,57.46%
63,25,100,65.89%,50.79%,False,10,LowRtpSet_3,45.99%
64,25,0,64.86%,50.00%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
65,25,0,63.86%,49.23%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
66,25,15,63.81%,50.00%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
67,25,1.5,62.94%,50.75%,True,6,MidRtpSet_29,53.19%
68,25,0,62.02%,50.00%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
69,25,0,61.12%,49.28%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
70,25,0,60.25%,48.57%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
71,25,0,59.40%,47.89%,True,2,SAFE_FALLBACK_REAL_SET,30.00%
72,25,0,58.57%,47.22%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
73,25,50,60.51%,47.95%,True,0,MidRtpSet_23,91.00%
74,25,0,59.69%,47.30%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
75,25,50,61.56%,48.00%,False,0,MidRtpSet_19,50.13%
76,25,50,63.38%,48.68%,False,0,HighRtpSet_48,53.94%
77,25,0,62.56%,48.05%,False,0,HighRtpSet_33,51.61%
78,25,0,61.76%,47.44%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
79,25,50,63.51%,48.10%,False,0,HighRtpSet_38,52.42%
80,25,5,62.97%,48.75%,False,0,HighRtpSet_46,50.12%
81,25,0,62.19%,48.15%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
82,25,0.2,61.44%,48.78%,False,0,HighRtpSet_48,58.26%
83,25,50,63.11%,49.40%,False,0,HighRtpSet_35,87.68%
84,25,50,64.74%,50.00%,False,0,HighRtpSet_46,110.00%
85,25,0,63.98%,49.41%,False,0,HighRtpSet_33,46.19%
86,25,0,63.23%,48.84%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
87,25,0,62.51%,48.28%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
88,25,50,64.07%,48.86%,False,0,HighRtpSet_44,51.77%
89,25,0,63.35%,48.31%,False,0,HighRtpSet_48,54.50%
90,25,7.5,62.98%,48.89%,False,0,HighRtpSet_50,56.66%
91,25,50,64.48%,49.45%,False,0,HighRtpSet_50,57.07%
92,25,5,64.00%,50.00%,False,0,HighRtpSet_49,57.48%
93,25,1.5,63.38%,50.54%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
94,25,0.5,62.72%,51.06%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
95,25,0,62.06%,50.53%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
96,25,0,61.42%,50.00%,False,0,LowRtpSet_9,54.29%
97,25,0,60.78%,49.48%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
98,25,625,85.67%,50.00%,False,10,HighRtpSet_32,56.08%
99,25,0,84.81%,49.49%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
100,25,0,83.96%,49.00%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
101,25,50,85.11%,49.50%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
102,25,0,84.27%,49.02%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
103,25,50,85.40%,49.51%,True,5,MidRtpSet_25,53.09%
104,25,7.5,84.87%,50.00%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
105,25,4.5,84.23%,50.48%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
106,25,0,83.43%,50.00%,True,2,SAFE_FALLBACK_REAL_SET,30.00%
107,25,1.5,82.71%,50.47%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
108,25,0,81.94%,50.00%,True,0,SAFE_FALLBACK_REAL_SET,30.00%
109,25,0.2,81.20%,50.46%,False,0,HighRtpSet_39,59.91%
110,25,0,80.46%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
111,25,57.5,81.81%,50.45%,False,0,HighRtpSet_41,51.90%
112,25,50,82.86%,50.89%,False,0,HighRtpSet_39,78.28%
113,25,0,82.13%,50.44%,False,0,HighRtpSet_43,90.14%
114,25,5,81.59%,50.88%,False,0,HighRtpSet_50,76.93%
115,25,0,80.88%,50.43%,False,0,HighRtpSet_32,81.10%
116,25,0.5,80.20%,50.86%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
117,25,0,79.51%,50.43%,False,0,HighRtpSet_31,110.00%
118,25,50,80.53%,50.85%,False,0,HighRtpSet_37,79.25%
119,25,0,79.86%,50.42%,False,0,HighRtpSet_41,105.82%
120,25,0,79.19%,50.00%,False,0,HighRtpSet_38,59.62%
121,25,0.5,78.55%,50.41%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
122,25,0,77.91%,50.00%,False,0,HighRtpSet_41,53.48%
123,25,0,77.27%,49.59%,False,0,MidRtpSet_30,51.62%
124,25,0,76.65%,49.19%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
125,25,5.5,76.21%,49.60%,False,0,HighRtpSet_40,69.26%
126,25,50,77.20%,50.00%,False,0,HighRtpSet_44,79.23%
127,25,5,76.75%,50.39%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
128,25,0,76.15%,50.00%,False,0,MidRtpSet_16,57.08%
129,25,50,77.11%,50.39%,False,0,HighRtpSet_41,110.00%
130,25,0,76.51%,50.00%,False,0,HighRtpSet_50,52.77%
131,25,51.5,77.50%,50.38%,False,0,HighRtpSet_44,77.43%
132,25,57.5,78.66%,50.76%,False,0,HighRtpSet_39,54.95%
133,25,0,78.07%,50.38%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
134,25,0,77.48%,50.00%,False,0,HighRtpSet_47,65.42%
135,25,50,78.39%,50.37%,False,0,HighRtpSet_38,60.29%
136,25,50,79.29%,50.74%,False,0,HighRtpSet_48,52.74%
137,25,0,78.71%,50.36%,False,0,HighRtpSet_41,82.78%
138,25,55,79.73%,50.72%,False,0,HighRtpSet_37,86.29%
139,25,0,79.16%,50.36%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
140,25,50,80.02%,50.71%,False,0,HighRtpSet_36,58.59%
141,25,0,79.45%,50.35%,False,0,HighRtpSet_40,58.93%
142,25,0,78.89%,50.00%,False,0,HighRtpSet_36,82.23%
143,25,50,79.74%,50.35%,False,0,HighRtpSet_32,58.53%
144,25,0,79.19%,50.00%,False,0,HighRtpSet_44,62.77%
145,25,5,78.78%,50.34%,False,0,HighRtpSet_34,54.08%
146,25,0,78.24%,50.00%,False,0,HighRtpSet_44,61.17%
147,25,1.5,77.75%,50.34%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
148,25,0.5,77.24%,50.68%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
149,25,0,76.72%,50.34%,False,0,MidRtpSet_21,57.03%
150,25,100,78.87%,50.67%,False,10,HighRtpSet_36,60.91%
151,25,15,78.75%,50.99%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
152,25,65,79.94%,51.32%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
153,25,0,79.42%,50.98%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
154,25,0,78.90%,50.65%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
155,25,0,78.39%,50.32%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
156,25,0,77.89%,50.00%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
157,25,0,77.39%,49.68%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
158,25,0,76.90%,49.37%,True,2,SAFE_FALLBACK_REAL_SET,30.00%
159,25,4.5,76.53%,49.69%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
160,25,0,76.06%,49.38%,True,0,SAFE_FALLBACK_REAL_SET,30.00%
161,25,0,75.58%,49.07%,False,0,HighRtpSet_49,52.94%
162,25,5.5,75.25%,49.38%,False,0,HighRtpSet_40,68.84%
163,25,50,76.02%,49.69%,False,0,HighRtpSet_49,53.02%
164,25,50,76.77%,50.00%,False,0,HighRtpSet_42,85.03%
165,25,50,77.52%,50.30%,False,0,HighRtpSet_49,76.64%
166,25,0,77.05%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
167,25,100,78.99%,50.30%,False,0,HighRtpSet_40,110.00%
168,25,0,78.52%,50.00%,False,0,HighRtpSet_38,86.47%
169,25,50,79.24%,50.30%,False,0,HighRtpSet_35,80.23%
170,25,0,78.77%,50.00%,False,0,MidRtpSet_28,73.90%
171,25,100,80.65%,50.29%,False,0,MidRtpSet_17,84.12%
172,25,0,80.18%,50.00%,False,0,HighRtpSet_38,84.36%
173,25,50,80.87%,50.29%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
174,25,0,80.41%,50.00%,False,0,HighRtpSet_44,55.11%
175,25,0.2,79.95%,50.29%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
176,25,0,79.50%,50.00%,False,0,MidRtpSet_23,82.98%
177,25,50,80.18%,50.28%,False,0,HighRtpSet_47,53.33%
178,25,0,79.73%,50.00%,False,0,HighRtpSet_31,54.57%
179,25,50,80.40%,50.28%,False,0,HighRtpSet_38,76.02%
180,25,5,80.06%,50.56%,False,0,MidRtpSet_25,57.93%
181,25,50,80.73%,50.83%,False,0,HighRtpSet_42,61.99%
182,25,7.5,80.45%,51.10%,False,0,HighRtpSet_34,57.87%
183,25,50.5,81.11%,51.37%,False,0,MidRtpSet_25,53.83%
184,25,0,80.67%,51.09%,False,0,HighRtpSet_33,50.25%
185,25,0,80.24%,50.81%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
186,25,5,79.91%,51.08%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
187,25,1.5,79.52%,51.34%,False,0,HighRtpSet_36,85.31%
188,25,5,79.20%,51.60%,False,0,HighRtpSet_45,50.19%
189,25,0,78.78%,51.32%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
190,25,625,91.52%,51.58%,False,0,HighRtpSet_45,55.95%
191,25,0,91.05%,51.31%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
192,25,0.5,90.58%,51.56%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
193,25,0,90.11%,51.30%,False,0,HighRtpSet_47,110.00%
194,25,0.5,89.66%,51.55%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
195,25,0,89.20%,51.28%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
196,25,0,88.74%,51.02%,False,0,MidRtpSet_17,58.35%
197,25,0,88.29%,50.76%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
198,25,0,87.85%,50.51%,False,0,HighRtpSet_48,58.48%
199,25,0,87.41%,50.25%,False,0,HighRtpSet_48,66.12%
200,25,0,86.97%,50.00%,False,0,HighRtpSet_49,110.00%
