SpinNumber,BetAmount,SpinWin,ActualRTP,HitRate,IsFreeSpin,FreeSpinsRemaining,ReelSetName,ExpectedRTP
96,25,5,60.35%,54.17%,False,0,HighRtpSet_48,40.67%
97,25,50,61.79%,54.64%,False,0,HighRtpSet_46,84.12%
98,25,0.5,61.18%,55.10%,False,0,MidRtpSet_30,46.03%
99,25,0,60.56%,54.55%,False,0,HighRtpSet_35,84.07%
100,25,0,59.95%,54.00%,False,0,LowRtpSet_6,60.12%
101,25,0,59.36%,53.47%,False,0,MidRtpSet_25,35.40%
102,25,0,58.78%,52.94%,False,0,MidRtpSet_30,56.12%
103,25,0,58.21%,52.43%,False,0,HighRtpSet_46,78.26%
104,25,0,57.65%,51.92%,False,0,HighRtpSet_31,36.40%
105,25,0,57.10%,51.43%,False,0,HighRtpSet_40,39.75%
106,25,0,56.56%,50.94%,False,0,HighRtpSet_43,53.42%
107,25,0,56.03%,50.47%,False,0,HighRtpSet_44,81.31%
108,25,0,55.51%,50.00%,False,0,HighRtpSet_31,90.30%
109,25,0,55.00%,49.54%,False,0,HighRtpSet_40,43.22%
110,25,0,54.50%,49.09%,False,0,HighRtpSet_36,59.05%
111,25,0,54.01%,48.65%,False,0,MidRtpSet_20,110.00%
112,25,50,55.31%,49.11%,False,0,HighRtpSet_39,110.00%
113,25,6.5,55.05%,49.56%,False,0,HighRtpSet_44,56.71%
114,25,55,56.50%,50.00%,False,0,HighRtpSet_42,90.73%
115,25,0,56.01%,49.57%,False,0,HighRtpSet_40,35.11%
116,25,50,57.25%,50.00%,False,0,HighRtpSet_34,110.00%
117,25,100,60.18%,50.43%,False,10,HighRtpSet_37,86.31%
118,25,0,59.67%,50.00%,True,9,MidRtpSet_23,46.82%
119,25,0,59.17%,49.58%,True,8,MidRtpSet_16,54.63%
120,25,15,59.18%,50.00%,True,7,MidRtpSet_29,43.30%
121,25,50,60.34%,50.41%,True,6,MidRtpSet_25,64.25%
122,25,0,59.85%,50.00%,True,5,MidRtpSet_19,36.26%
123,25,0,59.36%,49.59%,True,4,MidRtpSet_24,51.50%
124,25,0,58.88%,49.19%,True,3,MidRtpSet_29,70.26%
125,25,50,60.01%,49.60%,True,2,MidRtpSet_26,54.97%
126,25,50,61.12%,50.00%,True,1,MidRtpSet_19,35.31%
127,25,50,62.21%,50.39%,True,0,MidRtpSet_25,38.06%
128,25,5,61.88%,50.78%,False,0,HighRtpSet_37,85.40%
129,25,0,61.40%,50.39%,False,0,HighRtpSet_37,46.86%
130,25,0,60.93%,50.00%,False,0,HighRtpSet_37,61.65%
131,25,0,60.47%,49.62%,False,0,LowRtpSet_5,37.76%
132,25,50,61.52%,50.00%,False,0,MidRtpSet_27,82.96%
133,25,50,62.57%,50.38%,False,0,HighRtpSet_45,76.02%
134,25,6.5,62.29%,50.75%,False,0,HighRtpSet_32,110.00%
135,25,0,61.83%,50.37%,False,0,HighRtpSet_33,90.29%
136,25,0,61.38%,50.00%,False,0,HighRtpSet_41,37.38%
137,25,0,60.93%,49.64%,False,0,HighRtpSet_31,78.51%
138,25,0.5,60.50%,50.00%,False,0,HighRtpSet_46,39.08%
139,25,7.5,60.28%,50.36%,False,0,HighRtpSet_33,52.07%
140,25,0,59.85%,50.00%,False,0,MidRtpSet_17,53.15%
141,25,10,59.71%,50.35%,False,0,HighRtpSet_34,83.15%
142,25,0,59.29%,50.00%,False,0,MidRtpSet_27,37.57%
143,25,0,58.88%,49.65%,False,0,MidRtpSet_30,47.35%
144,25,50,59.86%,50.00%,False,0,HighRtpSet_41,59.55%
145,25,1.7,59.49%,50.34%,False,0,HighRtpSet_38,40.61%
146,25,0,59.08%,50.00%,False,0,HighRtpSet_48,38.49%
147,25,50,60.04%,50.34%,False,0,HighRtpSet_38,74.80%
148,25,0,59.64%,50.00%,False,0,MidRtpSet_25,53.11%
149,25,0.5,59.25%,50.34%,False,0,LowRtpSet_10,35.27%
150,25,0,58.85%,50.00%,False,0,HighRtpSet_50,48.77%
151,25,5,58.60%,50.33%,False,0,HighRtpSet_32,58.90%
152,25,0,58.21%,50.00%,False,0,MidRtpSet_23,37.08%
153,25,50,59.14%,50.33%,False,0,HighRtpSet_48,86.20%
154,25,50,60.05%,50.65%,False,0,HighRtpSet_35,35.64%
155,25,0,59.66%,50.32%,False,0,MidRtpSet_23,39.83%
156,25,50,60.56%,50.64%,False,0,MidRtpSet_22,78.06%
157,25,50,61.45%,50.96%,False,0,MidRtpSet_27,110.00%
158,25,50,62.33%,51.27%,False,0,MidRtpSet_29,47.87%
159,25,100,64.45%,51.57%,False,0,HighRtpSet_31,74.44%
160,25,0,64.05%,51.25%,False,0,HighRtpSet_50,77.27%
161,25,0,63.65%,50.93%,False,0,HighRtpSet_41,93.30%
162,25,50,64.49%,51.23%,False,0,HighRtpSet_31,60.31%
163,25,625,79.44%,51.53%,False,0,HighRtpSet_41,85.86%
164,25,50,80.17%,51.83%,False,0,HighRtpSet_48,99.66%
165,25,0.5,79.70%,52.12%,False,0,HighRtpSet_43,81.71%
166,25,0,79.22%,51.81%,False,0,HighRtpSet_38,85.86%
167,25,0,78.74%,51.50%,False,0,HighRtpSet_49,87.55%
168,25,0,78.27%,51.19%,False,0,MidRtpSet_26,51.02%
169,25,0,77.81%,50.89%,False,0,LowRtpSet_12,71.74%
170,25,0,77.35%,50.59%,False,0,HighRtpSet_47,76.95%
171,25,0,76.90%,50.29%,False,0,LowRtpSet_8,84.69%
172,25,0,76.45%,50.00%,False,0,HighRtpSet_32,110.00%
173,25,50,77.17%,50.29%,False,0,MidRtpSet_27,110.00%
174,25,100.2,79.03%,50.57%,False,0,HighRtpSet_32,110.00%
175,25,0,78.58%,50.29%,False,0,HighRtpSet_34,110.00%
176,25,0,78.13%,50.00%,False,0,HighRtpSet_35,76.47%
177,25,0.2,77.69%,50.28%,False,0,MidRtpSet_20,83.30%
178,25,0,77.26%,50.00%,False,0,LowRtpSet_14,85.97%
179,25,0,76.82%,49.72%,False,0,MidRtpSet_21,63.05%
180,25,0,76.40%,49.44%,False,0,MidRtpSet_18,83.67%
181,25,100,78.19%,49.72%,False,0,MidRtpSet_30,83.20%
182,25,100,79.95%,50.00%,False,0,HighRtpSet_48,81.84%
183,25,55,80.72%,50.27%,False,0,HighRtpSet_33,110.00%
184,25,1.5,80.31%,50.54%,False,0,HighRtpSet_40,72.81%
185,25,0,79.88%,50.27%,False,0,HighRtpSet_48,86.26%
186,25,0,79.45%,50.00%,False,0,HighRtpSet_31,90.39%
187,25,100,81.16%,50.27%,False,0,HighRtpSet_41,82.53%
188,25,0,80.73%,50.00%,False,0,HighRtpSet_47,77.15%
189,25,1.5,80.34%,50.26%,False,0,HighRtpSet_46,58.28%
190,25,1.5,79.95%,50.53%,False,0,HighRtpSet_45,81.31%
191,25,2.2,79.57%,50.79%,False,0,HighRtpSet_37,54.28%
192,25,0.2,79.16%,51.04%,False,0,MidRtpSet_25,68.51%
193,25,0,78.75%,50.78%,False,0,HighRtpSet_47,84.22%
194,25,50,79.38%,51.03%,False,0,HighRtpSet_46,110.00%
195,25,0,78.97%,50.77%,False,0,HighRtpSet_38,87.29%
196,25,0,78.57%,50.51%,False,0,HighRtpSet_34,87.33%
197,25,1.5,78.20%,50.76%,False,0,HighRtpSet_46,79.37%
198,25,51.5,78.84%,51.01%,False,0,HighRtpSet_46,84.34%
199,25,0,78.45%,50.75%,False,0,HighRtpSet_48,61.01%
200,25,5,78.16%,51.00%,False,0,HighRtpSet_47,109.69%
