SpinNumber,BetAmount,SpinWin,ActualRTP,HitRate,IsFreeSpin,FreeSpinsRemaining,ReelSetName,ExpectedRTP
27,25,0,59.30%,55.56%,False,0,HighRtpSet_47,54.16%
28,25,0,57.19%,53.57%,False,0,LowRtpSet_9,49.70%
29,25,0,55.21%,51.72%,False,0,HighRtpSet_45,77.79%
30,25,1.5,53.57%,53.33%,False,0,HighRtpSet_42,56.98%
31,25,50,58.30%,54.84%,False,0,MidRtpSet_16,49.48%
32,25,0,56.48%,53.12%,False,0,HighRtpSet_39,110.00%
33,25,0,54.76%,51.52%,False,0,HighRtpSet_43,55.90%
34,25,55,59.62%,52.94%,False,0,HighRtpSet_49,56.87%
35,25,50,63.63%,54.29%,False,0,MidRtpSet_30,54.99%
36,25,0,61.87%,52.78%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
37,25,0,60.19%,51.35%,False,0,HighRtpSet_36,48.08%
38,25,0,58.61%,50.00%,False,0,HighRtpSet_31,59.18%
39,25,0,57.11%,48.72%,False,0,HighRtpSet_40,54.00%
40,25,50,60.68%,50.00%,False,0,HighRtpSet_49,85.01%
41,25,50,64.08%,51.22%,False,0,HighRtpSet_37,93.78%
42,25,0,62.55%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
43,25,50,65.75%,51.16%,False,0,HighRtpSet_45,56.00%
44,25,0,64.25%,50.00%,False,0,HighRtpSet_38,66.85%
45,25,0.5,62.87%,51.11%,False,0,MidRtpSet_19,51.41%
46,25,0,61.50%,50.00%,False,0,HighRtpSet_43,54.84%
47,25,3,60.45%,51.06%,False,0,HighRtpSet_34,57.48%
48,25,0,59.19%,50.00%,False,0,MidRtpSet_30,54.44%
49,25,50,62.07%,51.02%,False,0,HighRtpSet_50,49.06%
50,25,0,60.82%,50.00%,False,0,HighRtpSet_34,56.65%
51,25,5,60.02%,50.98%,False,0,HighRtpSet_36,83.04%
52,25,1.5,58.98%,51.92%,False,0,HighRtpSet_45,57.34%
53,25,5,58.25%,52.83%,False,0,HighRtpSet_35,55.73%
54,25,0.5,57.21%,53.70%,False,0,HighRtpSet_49,50.85%
55,25,0,56.17%,52.73%,False,0,HighRtpSet_39,85.05%
56,25,5,55.52%,53.57%,False,0,HighRtpSet_46,61.77%
57,25,0,54.55%,52.63%,False,0,HighRtpSet_46,57.71%
58,25,0,53.61%,51.72%,False,0,MidRtpSet_17,59.36%
59,25,0,52.70%,50.85%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
60,25,50,55.15%,51.67%,False,0,HighRtpSet_32,110.00%
61,25,0,54.25%,50.82%,False,0,HighRtpSet_47,53.78%
62,25,0,53.37%,50.00%,False,0,HighRtpSet_42,110.00%
63,25,5,52.84%,50.79%,False,0,HighRtpSet_38,46.09%
64,25,0,52.02%,50.00%,False,0,HighRtpSet_34,79.98%
65,25,5,51.53%,50.77%,False,0,HighRtpSet_32,54.58%
66,25,50,53.78%,51.52%,False,0,MidRtpSet_19,92.01%
67,25,100,58.94%,52.24%,False,10,HighRtpSet_47,81.21%
68,25,0,58.08%,51.47%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
69,25,4.5,57.50%,52.17%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
70,25,0,56.67%,51.43%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
71,25,0,55.88%,50.70%,True,6,MidRtpSet_16,49.30%
72,25,0,55.10%,50.00%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
73,25,15,55.17%,50.68%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
74,25,0,54.42%,50.00%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
75,25,15,54.50%,50.67%,True,2,MidRtpSet_21,66.41%
76,25,0,53.78%,50.00%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
77,25,50,55.68%,50.65%,True,0,MidRtpSet_29,89.14%
78,25,0,54.96%,50.00%,False,0,HighRtpSet_38,54.22%
79,25,0.5,54.29%,50.63%,False,0,MidRtpSet_28,110.00%
80,25,50,56.12%,51.25%,False,0,HighRtpSet_38,59.27%
81,25,0,55.42%,50.62%,False,0,HighRtpSet_38,60.30%
82,25,1.5,54.82%,51.22%,False,0,HighRtpSet_43,85.02%
83,25,0,54.16%,50.60%,False,0,HighRtpSet_48,66.47%
84,25,0,53.51%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
85,25,5,53.12%,50.59%,False,0,HighRtpSet_36,54.79%
86,25,625,81.57%,51.16%,False,10,HighRtpSet_40,96.44%
87,25,0,80.63%,50.57%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
88,25,0,79.72%,50.00%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
89,25,0,78.82%,49.44%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
90,25,0,77.95%,48.89%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
91,25,0,77.09%,48.35%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
92,25,0,76.25%,47.83%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
93,25,50,77.58%,48.39%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
94,25,50,78.89%,48.94%,True,2,MidRtpSet_29,56.50%
95,25,0,78.05%,48.42%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
96,25,0,77.24%,47.92%,True,0,SAFE_FALLBACK_REAL_SET,30.00%
97,25,50,78.51%,48.45%,False,0,MidRtpSet_18,51.55%
98,25,0,77.71%,47.96%,False,0,HighRtpSet_33,81.80%
99,25,5,77.12%,48.48%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
100,25,0.5,76.37%,49.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
101,25,100,79.58%,49.50%,False,10,HighRtpSet_41,87.28%
102,25,0,78.80%,49.02%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
103,25,0,78.03%,48.54%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
104,25,0.6000000000000001,77.30%,49.04%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
105,25,15,77.14%,49.52%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
106,25,0,76.41%,49.06%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
107,25,19.5,76.43%,49.53%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
108,25,0,75.72%,49.07%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
109,25,0,75.02%,48.62%,True,2,MidRtpSet_27,60.29%
110,25,15,74.89%,49.09%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
111,25,0.6000000000000001,74.23%,49.55%,True,0,MidRtpSet_26,51.17%
112,25,50,75.36%,50.00%,False,0,HighRtpSet_38,73.83%
113,25,100,78.23%,50.44%,False,10,HighRtpSet_39,64.58%
114,25,50,79.30%,50.88%,True,9,MidRtpSet_30,54.28%
115,25,0,78.61%,50.43%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
116,25,0,77.93%,50.00%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
117,25,0,77.26%,49.57%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
118,25,0,76.61%,49.15%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
119,25,4.5,76.12%,49.58%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
120,25,0,75.48%,49.17%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
121,25,50.6,76.53%,49.59%,True,2,SAFE_FALLBACK_REAL_SET,30.00%
122,25,0,75.90%,49.18%,True,1,MidRtpSet_30,58.88%
123,25,5.1,75.45%,49.59%,True,0,MidRtpSet_20,59.98%
124,25,1.5,74.89%,50.00%,False,0,HighRtpSet_41,48.63%
125,25,0,74.29%,49.60%,False,0,HighRtpSet_32,54.28%
126,25,5,73.86%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
127,25,0.5,73.30%,50.39%,False,0,HighRtpSet_37,87.55%
128,25,100,75.85%,50.78%,False,0,HighRtpSet_37,55.23%
129,25,5,75.42%,51.16%,False,0,HighRtpSet_44,82.37%
130,25,0,74.84%,50.77%,False,0,HighRtpSet_48,83.03%
131,25,0,74.27%,50.38%,False,0,HighRtpSet_49,68.72%
132,25,0,73.70%,50.00%,False,0,HighRtpSet_49,55.70%
133,25,0,73.15%,49.62%,False,0,HighRtpSet_45,103.95%
134,25,6.5,72.80%,50.00%,False,0,HighRtpSet_34,61.15%
135,25,1.5,72.30%,50.37%,False,0,HighRtpSet_47,56.12%
136,25,1.5,71.81%,50.74%,False,0,HighRtpSet_46,58.10%
137,25,0,71.29%,50.36%,False,0,HighRtpSet_49,59.85%
138,25,5,70.92%,50.72%,False,0,HighRtpSet_49,58.74%
139,25,15,70.84%,51.08%,False,0,HighRtpSet_42,56.78%
140,25,0,70.33%,50.71%,False,0,MidRtpSet_20,58.95%
141,25,5,69.98%,51.06%,False,0,HighRtpSet_47,63.38%
142,25,0.2,69.49%,51.41%,False,0,HighRtpSet_37,56.09%
143,25,0,69.00%,51.05%,False,0,HighRtpSet_41,56.06%
144,25,0,68.52%,50.69%,False,0,HighRtpSet_44,49.65%
145,25,100,70.81%,51.03%,False,0,HighRtpSet_44,97.66%
146,25,1.5,70.37%,51.37%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
147,25,0,69.89%,51.02%,False,0,HighRtpSet_41,60.55%
148,25,1.5,69.46%,51.35%,False,0,HighRtpSet_38,61.09%
149,25,0,68.99%,51.01%,False,0,HighRtpSet_47,62.15%
150,25,6.5,68.70%,51.33%,False,0,HighRtpSet_43,54.62%
151,25,0.2,68.25%,51.66%,False,0,HighRtpSet_34,48.48%
152,25,0,67.81%,51.32%,False,0,HighRtpSet_33,110.00%
153,25,0,67.36%,50.98%,False,0,HighRtpSet_47,61.26%
154,25,7.7,67.12%,51.30%,False,0,HighRtpSet_34,73.36%
155,25,1.5,66.73%,51.61%,False,0,HighRtpSet_46,57.38%
156,25,50,67.58%,51.92%,False,0,HighRtpSet_34,91.81%
157,25,0,67.15%,51.59%,False,0,HighRtpSet_39,68.10%
158,25,0,66.73%,51.27%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
159,25,0,66.31%,50.94%,False,0,HighRtpSet_47,93.18%
160,25,50,67.14%,51.25%,False,0,HighRtpSet_50,63.51%
161,25,100,69.21%,51.55%,False,0,HighRtpSet_46,54.36%
162,25,0,68.79%,51.23%,False,0,HighRtpSet_48,61.22%
163,25,0,68.36%,50.92%,False,0,HighRtpSet_44,73.66%
164,25,0,67.95%,50.61%,False,0,HighRtpSet_37,52.95%
165,25,0,67.53%,50.30%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
166,25,0.2,67.13%,50.60%,False,0,HighRtpSet_38,76.87%
167,25,0,66.73%,50.30%,False,0,HighRtpSet_45,55.42%
168,25,0,66.33%,50.00%,False,0,HighRtpSet_33,87.46%
169,25,50,67.12%,50.30%,False,0,HighRtpSet_46,51.94%
170,25,105,69.20%,50.59%,False,0,HighRtpSet_38,57.15%
171,25,0,68.80%,50.29%,False,0,HighRtpSet_32,60.03%
172,25,0,68.40%,50.00%,False,0,HighRtpSet_38,62.52%
173,25,5,68.12%,50.29%,False,0,HighRtpSet_43,58.71%
174,25,0,67.72%,50.00%,False,0,HighRtpSet_49,61.86%
175,25,0.5,67.35%,50.29%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
176,25,50,68.10%,50.57%,False,0,HighRtpSet_38,59.65%
177,25,0,67.72%,50.28%,False,0,HighRtpSet_37,60.01%
178,25,0,67.34%,50.00%,False,0,HighRtpSet_35,50.44%
179,25,0,66.96%,49.72%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
180,25,0,66.59%,49.44%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
181,25,10,66.44%,49.72%,False,0,HighRtpSet_42,59.60%
182,25,0,66.08%,49.45%,False,0,HighRtpSet_46,48.92%
183,25,50,66.81%,49.73%,False,0,HighRtpSet_39,58.47%
184,25,1.5,66.48%,50.00%,False,0,HighRtpSet_45,58.89%
185,25,6.5,66.26%,50.27%,False,0,HighRtpSet_49,61.34%
186,25,50,66.98%,50.54%,False,0,HighRtpSet_43,71.79%
187,25,0,66.62%,50.27%,False,0,HighRtpSet_40,57.78%
188,25,0,66.27%,50.00%,False,0,HighRtpSet_45,54.75%
189,25,5,66.02%,50.26%,False,0,HighRtpSet_40,60.37%
190,25,0,65.67%,50.00%,False,0,MidRtpSet_23,47.77%
191,25,0.2,65.33%,50.26%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
192,25,0,64.99%,50.00%,False,0,HighRtpSet_44,69.52%
193,25,50,65.69%,50.26%,False,0,HighRtpSet_32,72.12%
194,25,0,65.35%,50.00%,False,0,HighRtpSet_49,79.27%
195,25,0,65.02%,49.74%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
196,25,0,64.69%,49.49%,False,0,HighRtpSet_41,76.24%
197,25,3,64.42%,49.75%,False,0,MidRtpSet_16,69.21%
198,25,0,64.09%,49.49%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
199,25,10,63.97%,49.75%,False,0,HighRtpSet_33,81.97%
200,25,5,63.75%,50.00%,False,0,HighRtpSet_38,77.95%
