SpinNumber,BetAmount,SpinWin,ActualRTP,HitRate,IsFreeSpin,FreeSpinsRemaining,ReelSetName,ExpectedRTP
70,25,0,102.29%,44.29%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
71,25,0,100.85%,43.66%,False,0,HighRtpSet_41,80.60%
72,25,0,99.44%,43.06%,False,0,HighRtpSet_48,54.93%
73,25,100,103.56%,43.84%,False,10,HighRtpSet_37,78.63%
74,25,0,102.16%,43.24%,True,9,SAFE_FALLBACK_REAL_SET,30.00%
75,25,0,100.80%,42.67%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
76,25,0,99.47%,42.11%,True,7,MidRtpSet_16,52.20%
77,25,0,98.18%,41.56%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
78,25,0.6000000000000001,96.95%,42.31%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
79,25,0,95.73%,41.77%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
80,25,1.5,94.61%,42.50%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
81,25,0,93.44%,41.98%,True,2,SAFE_FALLBACK_REAL_SET,30.00%
82,25,50,94.74%,42.68%,True,1,MidRtpSet_18,56.62%
83,25,0,93.60%,42.17%,True,0,MidRtpSet_18,50.07%
84,25,0,92.48%,41.67%,False,0,HighRtpSet_45,84.67%
85,25,10,91.86%,42.35%,False,0,HighRtpSet_31,87.43%
86,25,0,90.80%,41.86%,False,0,HighRtpSet_38,55.56%
87,25,0,89.75%,41.38%,False,0,HighRtpSet_41,77.41%
88,25,1.5,88.80%,42.05%,False,0,HighRtpSet_33,61.02%
89,25,0,87.80%,41.57%,False,0,HighRtpSet_39,93.58%
90,25,5,87.05%,42.22%,False,0,HighRtpSet_40,54.81%
91,25,5,86.31%,42.86%,False,0,HighRtpSet_42,56.75%
92,25,5,85.59%,43.48%,False,0,HighRtpSet_33,95.20%
93,25,50,86.82%,44.09%,False,0,MidRtpSet_27,110.00%
94,25,1.5,85.96%,44.68%,False,0,MidRtpSet_17,51.78%
95,25,5,85.27%,45.26%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
96,25,55,86.67%,45.83%,False,0,HighRtpSet_42,75.39%
97,25,50,87.84%,46.39%,False,0,HighRtpSet_38,59.04%
98,25,0.5,86.96%,46.94%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
99,25,50,88.11%,47.47%,False,0,HighRtpSet_46,77.77%
100,25,50,89.22%,48.00%,False,0,HighRtpSet_37,54.98%
101,25,0,88.34%,47.52%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
102,25,0,87.47%,47.06%,False,0,HighRtpSet_44,79.02%
103,25,50,88.57%,47.57%,False,0,HighRtpSet_40,62.46%
104,25,0,87.72%,47.12%,False,0,HighRtpSet_31,94.63%
105,25,5,87.07%,47.62%,False,0,HighRtpSet_32,61.81%
106,25,110,90.40%,48.11%,False,10,HighRtpSet_42,59.50%
107,25,65,91.99%,48.60%,True,9,MidRtpSet_28,52.05%
108,25,4.5,91.30%,49.07%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
109,25,0,90.46%,48.62%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
110,25,0,89.64%,48.18%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
111,25,0,88.83%,47.75%,True,5,MidRtpSet_23,57.29%
112,25,0,88.04%,47.32%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
113,25,0,87.26%,46.90%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
114,25,50,88.25%,47.37%,True,2,MidRtpSet_16,78.48%
115,25,0,87.48%,46.96%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
116,25,51.5,88.50%,47.41%,True,0,MidRtpSet_26,52.37%
117,25,55,89.63%,47.86%,False,0,HighRtpSet_39,110.00%
118,25,0,88.87%,47.46%,False,0,HighRtpSet_41,63.67%
119,25,0,88.12%,47.06%,False,0,HighRtpSet_36,66.12%
120,25,5,87.55%,47.50%,False,0,HighRtpSet_36,66.95%
121,25,0.2,86.84%,47.93%,False,0,HighRtpSet_43,55.22%
122,25,100,89.40%,48.36%,False,10,HighRtpSet_36,92.96%
123,25,0,88.68%,47.97%,True,9,MidRtpSet_16,54.30%
124,25,34.5,89.07%,48.39%,True,8,SAFE_FALLBACK_REAL_SET,30.00%
125,25,0,88.36%,48.00%,True,7,SAFE_FALLBACK_REAL_SET,30.00%
126,25,0,87.66%,47.62%,True,6,SAFE_FALLBACK_REAL_SET,30.00%
127,25,4.5,87.11%,48.03%,True,5,SAFE_FALLBACK_REAL_SET,30.00%
128,25,4.5,86.57%,48.44%,True,4,SAFE_FALLBACK_REAL_SET,30.00%
129,25,0,85.90%,48.06%,True,3,SAFE_FALLBACK_REAL_SET,30.00%
130,25,0,85.24%,47.69%,True,2,SAFE_FALLBACK_REAL_SET,30.00%
131,25,0.6000000000000001,84.61%,48.09%,True,1,SAFE_FALLBACK_REAL_SET,30.00%
132,25,4.5,84.10%,48.48%,True,0,SAFE_FALLBACK_REAL_SET,30.00%
133,25,1.5,83.52%,48.87%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
134,25,1.5,82.94%,49.25%,False,0,HighRtpSet_35,55.16%
135,25,0,82.32%,48.89%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
136,25,50,83.19%,49.26%,False,0,MidRtpSet_17,58.80%
137,25,0.2,82.59%,49.64%,False,0,MidRtpSet_27,51.48%
138,25,2.5,82.06%,50.00%,False,0,HighRtpSet_31,58.59%
139,25,0,81.47%,49.64%,False,0,HighRtpSet_37,57.67%
140,25,50,82.32%,50.00%,False,0,HighRtpSet_42,59.47%
141,25,50,83.15%,50.35%,False,0,HighRtpSet_38,84.60%
142,25,0,82.57%,50.00%,False,0,HighRtpSet_49,58.90%
143,25,5,82.13%,50.35%,False,0,HighRtpSet_50,110.00%
144,25,0,81.56%,50.00%,False,0,HighRtpSet_49,63.17%
145,25,1.5,81.04%,50.34%,False,0,HighRtpSet_37,51.48%
146,25,0,80.48%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
147,25,0,79.93%,49.66%,False,0,HighRtpSet_33,57.36%
148,25,1.5,79.44%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
149,25,10,79.17%,50.34%,False,0,LowRtpSet_3,52.54%
150,25,50,79.98%,50.67%,False,0,HighRtpSet_38,62.30%
151,25,0,79.45%,50.33%,False,0,HighRtpSet_34,62.43%
152,25,7.5,79.12%,50.66%,False,0,HighRtpSet_50,110.00%
153,25,0,78.60%,50.33%,False,0,MidRtpSet_26,77.34%
154,25,0,78.09%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
155,25,1.5,77.63%,50.32%,False,0,HighRtpSet_47,94.65%
156,25,0,77.13%,50.00%,False,0,HighRtpSet_32,49.47%
157,25,50,77.91%,50.32%,False,0,HighRtpSet_38,52.23%
158,25,100,79.95%,50.63%,False,0,HighRtpSet_33,85.94%
159,25,0,79.45%,50.31%,False,0,HighRtpSet_50,89.94%
160,25,0,78.95%,50.00%,False,0,HighRtpSet_38,79.62%
161,25,55,79.83%,50.31%,False,0,HighRtpSet_39,50.35%
162,25,0,79.34%,50.00%,False,0,HighRtpSet_41,58.08%
163,25,0,78.85%,49.69%,False,0,MidRtpSet_28,54.15%
164,25,50,79.59%,50.00%,False,0,HighRtpSet_44,57.91%
165,25,55,80.44%,50.30%,False,0,HighRtpSet_42,61.18%
166,25,5,80.07%,50.60%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
167,25,0,79.60%,50.30%,False,0,HighRtpSet_38,57.42%
168,25,100,81.50%,50.60%,False,0,HighRtpSet_32,55.57%
169,25,50,82.20%,50.89%,False,0,HighRtpSet_44,78.79%
170,25,0,81.72%,50.59%,False,0,HighRtpSet_45,87.90%
171,25,0,81.24%,50.29%,False,0,HighRtpSet_43,51.59%
172,25,0,80.77%,50.00%,False,0,HighRtpSet_50,48.46%
173,25,100,82.62%,50.29%,False,0,MidRtpSet_28,52.40%
174,25,0,82.14%,50.00%,False,0,MidRtpSet_19,57.46%
175,25,7.5,81.84%,50.29%,False,0,MidRtpSet_22,66.12%
176,25,0,81.38%,50.00%,False,0,HighRtpSet_36,55.23%
177,25,5.5,81.04%,50.28%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
178,25,0,80.59%,50.00%,False,0,HighRtpSet_46,91.15%
179,25,0,80.14%,49.72%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
180,25,10,79.91%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
181,25,5,79.58%,50.28%,False,0,HighRtpSet_50,76.58%
182,25,0,79.15%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
183,25,50,79.81%,50.27%,False,0,MidRtpSet_16,58.20%
184,25,0,79.37%,50.00%,False,0,HighRtpSet_39,58.95%
185,25,0.5,78.95%,50.27%,False,0,MidRtpSet_30,73.37%
186,25,0,78.53%,50.00%,False,0,HighRtpSet_34,52.47%
187,25,5,78.22%,50.27%,False,0,HighRtpSet_40,61.95%
188,25,1.7,77.84%,50.53%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
189,25,50.5,78.49%,50.79%,False,0,HighRtpSet_39,75.75%
190,25,0,78.08%,50.53%,False,0,HighRtpSet_37,77.72%
191,25,0,77.67%,50.26%,False,0,HighRtpSet_38,90.96%
192,25,50,78.31%,50.52%,False,0,MidRtpSet_28,60.15%
193,25,0,77.90%,50.26%,False,0,HighRtpSet_31,56.16%
194,25,0,77.50%,50.00%,False,0,MidRtpSet_25,52.36%
195,25,0,77.10%,49.74%,False,0,HighRtpSet_44,64.23%
196,25,5,76.81%,50.00%,False,0,SAFE_FALLBACK_REAL_SET,30.00%
197,25,11.5,76.66%,50.25%,False,0,HighRtpSet_41,58.93%
